index,Subj,age,Rating,pos,item,response,trial_type
540,75,6.597222222,1,adj,trial_5,0,mixed
541,78,6.444444444,1,adj,trial_5,0,mixed
542,79,5.983333333,0,adj,trial_5,1,mixed
543,81,6.722222222,1,adj,trial_5,1,mixed
544,82,5.619444444,1,adj,trial_5,1,mixed
545,84,6.85,0,adj,trial_5,1,mixed
546,86,5.722222222,0,adj,trial_5,1,mixed
547,89,5.702777778,0,adj,trial_5,1,mixed
548,91,5.597222222,0,adj,trial_5,1,mixed
549,92,6.544444444,1,adj,trial_5,1,mixed
550,94,5.755555556,1,adj,trial_5,1,mixed
551,96,6.788888889,1,adj,trial_5,1,mixed
552,99,5.983333333,0,adj,trial_5,1,mixed
553,100,5.586111111,1,adj,trial_5,1,mixed
554,103,5.880555556,0,adj,trial_5,1,mixed
555,104,5.175,1,adj,trial_5,1,mixed
556,106,6.552777778,0,adj,trial_5,1,mixed
557,108,6.875,1,adj,trial_5,1,mixed
558,111,5.108333333,0,adj,trial_5,1,mixed
559,113,5.502777778,0,adj,trial_5,1,mixed
560,117,5.744444444,0,adj,trial_5,1,mixed
561,118,6.213888889,1,adj,trial_5,1,mixed
562,121,5.927777778,0,adj,trial_5,1,mixed
563,124,6.5,1,adj,trial_5,1,mixed
564,126,6.536111111,0,adj,trial_5,1,mixed
565,3,6.647222222222222,1,adj,trial_6,1,mixed
566,5,5.483333333333333,1,adj,trial_6,1,mixed
567,7,6.188888888888889,0,adj,trial_6,1,mixed
568,11,6.380555555555556,0,adj,trial_6,1,mixed
569,13,6.030555555555556,1,adj,trial_6,1,mixed
570,15,6.080555555555556,1,adj,trial_6,1,mixed
571,17,5.722222222222222,1,adj,trial_6,1,mixed
572,21,6.036111111111111,0,adj,trial_6,1,mixed
573,23,6.188888888888889,0,adj,trial_6,1,mixed
574,31,6.044444444444444,0,adj,trial_6,1,mixed
575,33,6.002777777777778,0,adj,trial_6,1,mixed
576,35,6.066666666666666,0,adj,trial_6,0,mixed
577,37,6.408333333333333,1,adj,trial_6,1,mixed
578,39,6.111111111111111,1,adj,trial_6,1,mixed
579,41,5.522222222222222,1,adj,trial_6,1,mixed
580,43,6.161111111111111,0,adj,trial_6,0,mixed
581,44,6.358333333333333,1,adj,trial_6,1,mixed
582,46,5.486111111111111,0,adj,trial_6,0,mixed
583,49,6.716666666666667,0,adj,trial_6,1,mixed
584,51,5.636111111111111,1,adj,trial_6,1,mixed
585,53,6.394444444444445,0,adj,trial_6,0,mixed
586,54,6.661111111111111,0,adj,trial_6,1,mixed
587,56,5.794444444444444,0,adj,trial_6,1,mixed
588,59,5.055555555555555,1,adj,trial_6,1,mixed
589,60,6.580555555555556,0,adj,trial_6,1,mixed
590,62,6.025,1,adj,trial_6,0,mixed
591,63,5.538888888888889,1,adj,trial_6,1,mixed
592,66,5.805555555555555,1,adj,trial_6,1,mixed
593,68,6.305555555555555,0,adj,trial_6,1,mixed
594,70,5.655555555555556,0,adj,trial_6,1,mixed
595,72,5.305555555555555,0,adj,trial_6,1,mixed
596,74,5.380555555555556,0,adj,trial_6,1,mixed
597,76,5.408333333333333,0,adj,trial_6,1,mixed
598,77,6.080555555555556,0,adj,trial_6,1,mixed
599,80,5.491666666666666,1,adj,trial_6,1,mixed
600,83,5.6194444444444445,0,adj,trial_6,1,mixed
601,85,6.663888888888889,0,adj,trial_6,1,mixed
602,87,6.986111111111111,1,adj,trial_6,1,mixed
603,88,5.222222222222222,0,adj,trial_6,1,mixed
604,90,5.963888888888889,0,adj,trial_6,1,mixed
605,93,5.508333333333334,1,adj,trial_6,1,mixed
606,95,5.055555555555555,1,adj,trial_6,1,mixed
607,97,6.55,0,adj,trial_6,1,mixed
608,98,6.7,1,adj,trial_6,1,mixed
609,101,5.2444444444444445,1,adj,trial_6,0,mixed
610,102,6.8694444444444445,0,adj,trial_6,1,mixed
611,105,6.805555555555555,0,adj,trial_6,1,mixed
612,107,5.780555555555556,1,adj,trial_6,1,mixed
613,109,6.7444444444444445,0,adj,trial_6,1,mixed
614,110,6.747222222222222,1,adj,trial_6,0,mixed
615,114,5.502777777777778,0,adj,trial_6,0,mixed
616,115,5.230555555555555,0,adj,trial_6,1,mixed
617,116,6.436111111111111,1,adj,trial_6,1,mixed
618,119,6.358333333333333,1,adj,trial_6,1,mixed
619,120,5.927777777777778,0,adj,trial_6,1,mixed
620,122,5.652777777777778,0,adj,trial_6,1,mixed
621,123,5.075,0,adj,trial_6,1,mixed
622,125,6.922222222222223,1,adj,trial_6,1,mixed
623,127,6.997222222222222,0,adj,trial_6,1,mixed
624,4,5.280555556,1,adj,trial_6,0,same
625,6,6.086111111,1,adj,trial_6,1,same
626,8,6.1,0,adj,trial_6,1,same
627,10,6.127777778,0,adj,trial_6,1,same
628,12,6.041666667,0,adj,trial_6,0,same
629,14,6.077777778,1,adj,trial_6,1,same
630,16,5.988888889,1,adj,trial_6,1,same
631,18,6.052777778,1,adj,trial_6,1,same
632,20,6.008333333,0,adj,trial_6,1,same
633,22,5.016666667,0,adj,trial_6,0,same
634,26,5.211111111,1,adj,trial_6,1,same
635,30,6.011111111,1,adj,trial_6,1,same
636,34,6.075,0,adj,trial_6,0,same
637,38,6.530555556,1,adj,trial_6,1,same
638,40,6.111111111,1,adj,trial_6,1,same
639,42,5.963888889,1,adj,trial_6,1,same
640,45,5.486111111,0,adj,trial_6,1,same
641,47,6.688888889,1,adj,trial_6,1,same
642,48,5.755555556,0,adj,trial_6,0,same
643,50,6.386111111,0,adj,trial_6,1,same
644,52,5.986111111,1,adj,trial_6,1,same
645,55,6.755555556,0,adj,trial_6,0,same
646,58,5.063888889,1,adj,trial_6,0,same
647,61,6.361111111,1,adj,trial_6,1,same
648,65,6.730555556,1,adj,trial_6,0,same
649,67,5.888888889,0,adj,trial_6,1,same
650,69,6.888888889,0,adj,trial_6,1,same
651,71,5.305555556,0,adj,trial_6,1,same
652,73,5.227777778,0,adj,trial_6,0,same
653,75,6.597222222,1,adj,trial_6,0,same
654,78,6.444444444,1,adj,trial_6,0,same
655,79,5.983333333,0,adj,trial_6,1,same
656,81,6.722222222,1,adj,trial_6,1,same
657,82,5.619444444,1,adj,trial_6,1,same
658,84,6.85,0,adj,trial_6,1,same
659,86,5.722222222,0,adj,trial_6,0,same
660,89,5.702777778,0,adj,trial_6,1,same
661,91,5.597222222,0,adj,trial_6,1,same
662,92,6.544444444,1,adj,trial_6,1,same
663,94,5.755555556,1,adj,trial_6,1,same
664,96,6.788888889,1,adj,trial_6,1,same
665,99,5.983333333,0,adj,trial_6,1,same
666,100,5.586111111,1,adj,trial_6,1,same
667,103,5.880555556,0,adj,trial_6,1,same
668,104,5.175,1,adj,trial_6,1,same
669,106,6.552777778,0,adj,trial_6,1,same
670,108,6.875,1,adj,trial_6,1,same
671,111,5.108333333,0,adj,trial_6,1,same
672,113,5.502777778,0,adj,trial_6,1,same
673,117,5.744444444,0,adj,trial_6,1,same
674,118,6.213888889,1,adj,trial_6,1,same
675,121,5.927777778,0,adj,trial_6,1,same
676,124,6.5,1,adj,trial_6,1,same
677,126,6.536111111,0,adj,trial_6,1,same
678,3,6.647222222222222,1,adj,trial_7,1,mixed
679,5,5.483333333333333,1,adj,trial_7,1,mixed
680,7,6.188888888888889,0,adj,trial_7,1,mixed
681,11,6.380555555555556,0,adj,trial_7,1,mixed
682,13,6.030555555555556,1,adj,trial_7,1,mixed
683,15,6.080555555555556,1,adj,trial_7,1,mixed
684,17,5.722222222222222,1,adj,trial_7,1,mixed
685,21,6.036111111111111,0,adj,trial_7,1,mixed
686,23,6.188888888888889,0,adj,trial_7,1,mixed
687,31,6.044444444444444,0,adj,trial_7,1,mixed
688,33,6.002777777777778,0,adj,trial_7,1,mixed
689,35,6.066666666666666,0,adj,trial_7,1,mixed
690,37,6.408333333333333,1,adj,trial_7,1,mixed
691,39,6.111111111111111,1,adj,trial_7,1,mixed
692,41,5.522222222222222,1,adj,trial_7,1,mixed
693,43,6.161111111111111,0,adj,trial_7,1,mixed
694,44,6.358333333333333,1,adj,trial_7,1,mixed
695,46,5.486111111111111,0,adj,trial_7,1,mixed
696,49,6.716666666666667,0,adj,trial_7,1,mixed
697,51,5.636111111111111,1,adj,trial_7,1,mixed
698,53,6.394444444444445,0,adj,trial_7,1,mixed
699,54,6.661111111111111,0,adj,trial_7,1,mixed
700,56,5.794444444444444,0,adj,trial_7,1,mixed
701,59,5.055555555555555,1,adj,trial_7,1,mixed
702,60,6.580555555555556,0,adj,trial_7,1,mixed
703,62,6.025,1,adj,trial_7,1,mixed
704,63,5.538888888888889,1,adj,trial_7,0,mixed
705,66,5.805555555555555,1,adj,trial_7,1,mixed
706,68,6.305555555555555,0,adj,trial_7,1,mixed
707,70,5.655555555555556,0,adj,trial_7,1,mixed
708,72,5.305555555555555,0,adj,trial_7,1,mixed
709,74,5.380555555555556,0,adj,trial_7,1,mixed
710,76,5.408333333333333,0,adj,trial_7,1,mixed
711,77,6.080555555555556,0,adj,trial_7,1,mixed
712,80,5.491666666666666,1,adj,trial_7,1,mixed
713,83,5.6194444444444445,0,adj,trial_7,1,mixed
714,85,6.663888888888889,0,adj,trial_7,1,mixed
715,87,6.986111111111111,1,adj,trial_7,1,mixed
716,88,5.222222222222222,0,adj,trial_7,1,mixed
717,90,5.963888888888889,0,adj,trial_7,1,mixed
718,93,5.508333333333334,1,adj,trial_7,1,mixed
719,95,5.055555555555555,1,adj,trial_7,1,mixed
720,97,6.55,0,adj,trial_7,1,mixed
721,98,6.7,1,adj,trial_7,1,mixed
722,101,5.2444444444444445,1,adj,trial_7,1,mixed
723,102,6.8694444444444445,0,adj,trial_7,1,mixed
724,105,6.805555555555555,0,adj,trial_7,1,mixed
725,107,5.780555555555556,1,adj,trial_7,1,mixed
726,109,6.7444444444444445,0,adj,trial_7,1,mixed
727,110,6.747222222222222,1,adj,trial_7,1,mixed
728,114,5.502777777777778,0,adj,trial_7,1,mixed
729,115,5.230555555555555,0,adj,trial_7,1,mixed
730,116,6.436111111111111,1,adj,trial_7,0,mixed
731,119,6.358333333333333,1,adj,trial_7,1,mixed
732,120,5.927777777777778,0,adj,trial_7,1,mixed
733,122,5.652777777777778,0,adj,trial_7,0,mixed
734,123,5.075,0,adj,trial_7,1,mixed
735,125,6.922222222222223,1,adj,trial_7,1,mixed
736,127,6.997222222222222,0,adj,trial_7,0,mixed
737,4,5.280555556,1,adj,trial_7,1,mixed
738,6,6.086111111,1,adj,trial_7,1,mixed
739,8,6.1,0,adj,trial_7,1,mixed
740,10,6.127777778,0,adj,trial_7,1,mixed
741,12,6.041666667,0,adj,trial_7,1,mixed
742,14,6.077777778,1,adj,trial_7,1,mixed
743,16,5.988888889,1,adj,trial_7,1,mixed
744,18,6.052777778,1,adj,trial_7,1,mixed
745,20,6.008333333,0,adj,trial_7,1,mixed
746,22,5.016666667,0,adj,trial_7,1,mixed
747,26,5.211111111,1,adj,trial_7,1,mixed
748,30,6.011111111,1,adj,trial_7,1,mixed
749,34,6.075,0,adj,trial_7,1,mixed
750,38,6.530555556,1,adj,trial_7,1,mixed
751,40,6.111111111,1,adj,trial_7,1,mixed
752,42,5.963888889,1,adj,trial_7,1,mixed
753,45,5.486111111,0,adj,trial_7,0,mixed
754,47,6.688888889,1,adj,trial_7,1,mixed
755,48,5.755555556,0,adj,trial_7,1,mixed
756,50,6.386111111,0,adj,trial_7,0,mixed
757,52,5.986111111,1,adj,trial_7,1,mixed
758,55,6.755555556,0,adj,trial_7,1,mixed
759,58,5.063888889,1,adj,trial_7,1,mixed
760,61,6.361111111,1,adj,trial_7,1,mixed
761,65,6.730555556,1,adj,trial_7,1,mixed
762,67,5.888888889,0,adj,trial_7,1,mixed
763,69,6.888888889,0,adj,trial_7,1,mixed
764,71,5.305555556,0,adj,trial_7,1,mixed
765,73,5.227777778,0,adj,trial_7,1,mixed
766,75,6.597222222,1,adj,trial_7,0,mixed
767,78,6.444444444,1,adj,trial_7,1,mixed
768,79,5.983333333,0,adj,trial_7,1,mixed
769,81,6.722222222,1,adj,trial_7,1,mixed
770,82,5.619444444,1,adj,trial_7,1,mixed
771,84,6.85,0,adj,trial_7,1,mixed
772,86,5.722222222,0,adj,trial_7,1,mixed
773,89,5.702777778,0,adj,trial_7,1,mixed
774,91,5.597222222,0,adj,trial_7,1,mixed
775,92,6.544444444,1,adj,trial_7,1,mixed
776,94,5.755555556,1,adj,trial_7,1,mixed
777,96,6.788888889,1,adj,trial_7,1,mixed
778,99,5.983333333,0,adj,trial_7,1,mixed
779,100,5.586111111,1,adj,trial_7,1,mixed
780,103,5.880555556,0,adj,trial_7,1,mixed
781,104,5.175,1,adj,trial_7,1,mixed
782,106,6.552777778,0,adj,trial_7,1,mixed
783,108,6.875,1,adj,trial_7,1,mixed
784,111,5.108333333,0,adj,trial_7,1,mixed
785,113,5.502777778,0,adj,trial_7,1,mixed
786,117,5.744444444,0,adj,trial_7,1,mixed
787,118,6.213888889,1,adj,trial_7,1,mixed
788,121,5.927777778,0,adj,trial_7,1,mixed
789,124,6.5,1,adj,trial_7,1,mixed
790,126,6.536111111,0,adj,trial_7,1,mixed
791,3,6.647222222222222,1,adj,trial_8,1,same
792,5,5.483333333333333,1,adj,trial_8,1,same
793,7,6.188888888888889,0,adj,trial_8,1,same
794,11,6.380555555555556,0,adj,trial_8,1,same
795,13,6.030555555555556,1,adj,trial_8,0,same
796,15,6.080555555555556,1,adj,trial_8,0,same
797,17,5.722222222222222,1,adj,trial_8,1,same
798,21,6.036111111111111,0,adj,trial_8,0,same
799,23,6.188888888888889,0,adj,trial_8,0,same
800,31,6.044444444444444,0,adj,trial_8,1,same
801,33,6.002777777777778,0,adj,trial_8,1,same
802,35,6.066666666666666,0,adj,trial_8,0,same
803,37,6.408333333333333,1,adj,trial_8,1,same
804,39,6.111111111111111,1,adj,trial_8,1,same
805,41,5.522222222222222,1,adj,trial_8,1,same
806,43,6.161111111111111,0,adj,trial_8,0,same
807,44,6.358333333333333,1,adj,trial_8,0,same
808,46,5.486111111111111,0,adj,trial_8,1,same
809,49,6.716666666666667,0,adj,trial_8,1,same
810,51,5.636111111111111,1,adj,trial_8,0,same
811,53,6.394444444444445,0,adj,trial_8,0,same
812,54,6.661111111111111,0,adj,trial_8,1,same
813,56,5.794444444444444,0,adj,trial_8,1,same
814,59,5.055555555555555,1,adj,trial_8,0,same
815,60,6.580555555555556,0,adj,trial_8,1,same
816,62,6.025,1,adj,trial_8,1,same
817,63,5.538888888888889,1,adj,trial_8,1,same
818,66,5.805555555555555,1,adj,trial_8,1,same
819,68,6.305555555555555,0,adj,trial_8,1,same
820,70,5.655555555555556,0,adj,trial_8,1,same
821,72,5.305555555555555,0,adj,trial_8,0,same
822,74,5.380555555555556,0,adj,trial_8,1,same
823,76,5.408333333333333,0,adj,trial_8,1,same
824,77,6.080555555555556,0,adj,trial_8,1,same
825,80,5.491666666666666,1,adj,trial_8,0,same
826,83,5.6194444444444445,0,adj,trial_8,0,same
827,85,6.663888888888889,0,adj,trial_8,0,same
828,87,6.986111111111111,1,adj,trial_8,1,same
829,88,5.222222222222222,0,adj,trial_8,0,same
830,90,5.963888888888889,0,adj,trial_8,1,same
831,93,5.508333333333334,1,adj,trial_8,0,same
832,95,5.055555555555555,1,adj,trial_8,1,same
833,97,6.55,0,adj,trial_8,1,same
834,98,6.7,1,adj,trial_8,0,same
835,101,5.2444444444444445,1,adj,trial_8,0,same
836,102,6.8694444444444445,0,adj,trial_8,1,same
837,105,6.805555555555555,0,adj,trial_8,0,same
838,107,5.780555555555556,1,adj,trial_8,1,same
839,109,6.7444444444444445,0,adj,trial_8,1,same
840,110,6.747222222222222,1,adj,trial_8,1,same
841,114,5.502777777777778,0,adj,trial_8,0,same
842,115,5.230555555555555,0,adj,trial_8,1,same
843,116,6.436111111111111,1,adj,trial_8,0,same
844,119,6.358333333333333,1,adj,trial_8,1,same
845,120,5.927777777777778,0,adj,trial_8,0,same
846,122,5.652777777777778,0,adj,trial_8,1,same
847,123,5.075,0,adj,trial_8,0,same
848,125,6.922222222222223,1,adj,trial_8,1,same
849,127,6.997222222222222,0,adj,trial_8,0,same
850,4,5.280555556,1,adj,trial_8,1,mixed
851,6,6.086111111,1,adj,trial_8,0,mixed
852,8,6.1,0,adj,trial_8,1,mixed
853,10,6.127777778,0,adj,trial_8,1,mixed
854,12,6.041666667,0,adj,trial_8,1,mixed
855,14,6.077777778,1,adj,trial_8,1,mixed
856,16,5.988888889,1,adj,trial_8,1,mixed
857,18,6.052777778,1,adj,trial_8,1,mixed
858,20,6.008333333,0,adj,trial_8,1,mixed
859,22,5.016666667,0,adj,trial_8,1,mixed
860,26,5.211111111,1,adj,trial_8,1,mixed
861,30,6.011111111,1,adj,trial_8,1,mixed
862,34,6.075,0,adj,trial_8,0,mixed
863,38,6.530555556,1,adj,trial_8,1,mixed
864,40,6.111111111,1,adj,trial_8,1,mixed
865,42,5.963888889,1,adj,trial_8,1,mixed
866,45,5.486111111,0,adj,trial_8,0,mixed
867,47,6.688888889,1,adj,trial_8,1,mixed
868,48,5.755555556,0,adj,trial_8,1,mixed
869,50,6.386111111,0,adj,trial_8,1,mixed
870,52,5.986111111,1,adj,trial_8,1,mixed
871,55,6.755555556,0,adj,trial_8,0,mixed
872,58,5.063888889,1,adj,trial_8,1,mixed
873,61,6.361111111,1,adj,trial_8,1,mixed
874,65,6.730555556,1,adj,trial_8,1,mixed
875,67,5.888888889,0,adj,trial_8,0,mixed
876,69,6.888888889,0,adj,trial_8,0,mixed
877,71,5.305555556,0,adj,trial_8,1,mixed
878,73,5.227777778,0,adj,trial_8,1,mixed
879,75,6.597222222,1,adj,trial_8,0,mixed
880,78,6.444444444,1,adj,trial_8,0,mixed
881,79,5.983333333,0,adj,trial_8,1,mixed
882,81,6.722222222,1,adj,trial_8,1,mixed
883,82,5.619444444,1,adj,trial_8,1,mixed
884,84,6.85,0,adj,trial_8,1,mixed
885,86,5.722222222,0,adj,trial_8,1,mixed
886,89,5.702777778,0,adj,trial_8,1,mixed
887,91,5.597222222,0,adj,trial_8,1,mixed
888,92,6.544444444,1,adj,trial_8,1,mixed
889,94,5.755555556,1,adj,trial_8,0,mixed
890,96,6.788888889,1,adj,trial_8,1,mixed
891,99,5.983333333,0,adj,trial_8,1,mixed
892,100,5.586111111,1,adj,trial_8,1,mixed
893,103,5.880555556,0,adj,trial_8,1,mixed
894,104,5.175,1,adj,trial_8,1,mixed
895,106,6.552777778,0,adj,trial_8,1,mixed
896,108,6.875,1,adj,trial_8,1,mixed
897,111,5.108333333,0,adj,trial_8,0,mixed
898,113,5.502777778,0,adj,trial_8,1,mixed
899,117,5.744444444,0,adj,trial_8,1,mixed
900,118,6.213888889,1,adj,trial_8,1,mixed
901,121,5.927777778,0,adj,trial_8,1,mixed
902,124,6.5,1,adj,trial_8,1,mixed
903,126,6.536111111,0,adj,trial_8,1,mixed
904,3,6.647222222222222,1,adj,trial_9,1,mixed
905,5,5.483333333333333,1,adj,trial_9,1,mixed
906,7,6.188888888888889,0,adj,trial_9,1,mixed
907,11,6.380555555555556,0,adj,trial_9,1,mixed
908,13,6.030555555555556,1,adj,trial_9,1,mixed
909,15,6.080555555555556,1,adj,trial_9,1,mixed
910,17,5.722222222222222,1,adj,trial_9,0,mixed
911,21,6.036111111111111,0,adj,trial_9,1,mixed
912,23,6.188888888888889,0,adj,trial_9,1,mixed
913,31,6.044444444444444,0,adj,trial_9,1,mixed
914,33,6.002777777777778,0,adj,trial_9,1,mixed
915,35,6.066666666666666,0,adj,trial_9,1,mixed
916,37,6.408333333333333,1,adj,trial_9,1,mixed
917,39,6.111111111111111,1,adj,trial_9,1,mixed
918,41,5.522222222222222,1,adj,trial_9,1,mixed
919,43,6.161111111111111,0,adj,trial_9,1,mixed
920,44,6.358333333333333,1,adj,trial_9,0,mixed
921,46,5.486111111111111,0,adj,trial_9,1,mixed
922,49,6.716666666666667,0,adj,trial_9,1,mixed
923,51,5.636111111111111,1,adj,trial_9,1,mixed
924,53,6.394444444444445,0,adj,trial_9,1,mixed
925,54,6.661111111111111,0,adj,trial_9,1,mixed
926,56,5.794444444444444,0,adj,trial_9,1,mixed
927,59,5.055555555555555,1,adj,trial_9,0,mixed
928,60,6.580555555555556,0,adj,trial_9,1,mixed
929,62,6.025,1,adj,trial_9,1,mixed
930,63,5.538888888888889,1,adj,trial_9,1,mixed
931,66,5.805555555555555,1,adj,trial_9,1,mixed
932,68,6.305555555555555,0,adj,trial_9,1,mixed
933,70,5.655555555555556,0,adj,trial_9,1,mixed
934,72,5.305555555555555,0,adj,trial_9,1,mixed
935,74,5.380555555555556,0,adj,trial_9,1,mixed
936,76,5.408333333333333,0,adj,trial_9,1,mixed
937,77,6.080555555555556,0,adj,trial_9,1,mixed
938,80,5.491666666666666,1,adj,trial_9,1,mixed
939,83,5.6194444444444445,0,adj,trial_9,1,mixed
940,85,6.663888888888889,0,adj,trial_9,1,mixed
941,87,6.986111111111111,1,adj,trial_9,1,mixed
942,88,5.222222222222222,0,adj,trial_9,1,mixed
943,90,5.963888888888889,0,adj,trial_9,1,mixed
944,93,5.508333333333334,1,adj,trial_9,1,mixed
945,95,5.055555555555555,1,adj,trial_9,1,mixed
946,97,6.55,0,adj,trial_9,1,mixed
947,98,6.7,1,adj,trial_9,1,mixed
948,101,5.2444444444444445,1,adj,trial_9,0,mixed
949,102,6.8694444444444445,0,adj,trial_9,1,mixed
950,105,6.805555555555555,0,adj,trial_9,1,mixed
951,107,5.780555555555556,1,adj,trial_9,1,mixed
952,109,6.7444444444444445,0,adj,trial_9,1,mixed
953,110,6.747222222222222,1,adj,trial_9,1,mixed
954,114,5.502777777777778,0,adj,trial_9,1,mixed
955,115,5.230555555555555,0,adj,trial_9,1,mixed
956,116,6.436111111111111,1,adj,trial_9,1,mixed
957,119,6.358333333333333,1,adj,trial_9,1,mixed
958,120,5.927777777777778,0,adj,trial_9,0,mixed
959,122,5.652777777777778,0,adj,trial_9,1,mixed
960,123,5.075,0,adj,trial_9,0,mixed
961,125,6.922222222222223,1,adj,trial_9,1,mixed
962,127,6.997222222222222,0,adj,trial_9,0,mixed
963,4,5.280555556,1,adj,trial_9,1,same
964,6,6.086111111,1,adj,trial_9,1,same
965,8,6.1,0,adj,trial_9,1,same
966,10,6.127777778,0,adj,trial_9,1,same
967,12,6.041666667,0,adj,trial_9,1,same
968,14,6.077777778,1,adj,trial_9,1,same
969,16,5.988888889,1,adj,trial_9,1,same
970,18,6.052777778,1,adj,trial_9,1,same
971,20,6.008333333,0,adj,trial_9,0,same
972,22,5.016666667,0,adj,trial_9,0,same
973,26,5.211111111,1,adj,trial_9,1,same
974,30,6.011111111,1,adj,trial_9,1,same
975,34,6.075,0,adj,trial_9,1,same
976,38,6.530555556,1,adj,trial_9,1,same
977,40,6.111111111,1,adj,trial_9,1,same
978,42,5.963888889,1,adj,trial_9,1,same
979,45,5.486111111,0,adj,trial_9,1,same
980,47,6.688888889,1,adj,trial_9,1,same
981,48,5.755555556,0,adj,trial_9,1,same
982,50,6.386111111,0,adj,trial_9,1,same
983,52,5.986111111,1,adj,trial_9,1,same
984,55,6.755555556,0,adj,trial_9,1,same
985,58,5.063888889,1,adj,trial_9,1,same
986,61,6.361111111,1,adj,trial_9,1,same
987,65,6.730555556,1,adj,trial_9,1,same
988,67,5.888888889,0,adj,trial_9,1,same
989,69,6.888888889,0,adj,trial_9,1,same
990,71,5.305555556,0,adj,trial_9,1,same
991,73,5.227777778,0,adj,trial_9,1,same
992,75,6.597222222,1,adj,trial_9,1,same
993,78,6.444444444,1,adj,trial_9,1,same
994,79,5.983333333,0,adj,trial_9,1,same
995,81,6.722222222,1,adj,trial_9,1,same
996,82,5.619444444,1,adj,trial_9,1,same
997,84,6.85,0,adj,trial_9,1,same
998,86,5.722222222,0,adj,trial_9,1,same
999,89,5.702777778,0,adj,trial_9,1,same
1000,91,5.597222222,0,adj,trial_9,1,same
1001,92,6.544444444,1,adj,trial_9,1,same
1002,94,5.755555556,1,adj,trial_9,1,same
1003,96,6.788888889,1,adj,trial_9,1,same
1004,99,5.983333333,0,adj,trial_9,1,same
1005,100,5.586111111,1,adj,trial_9,1,same
1006,103,5.880555556,0,adj,trial_9,0,same
1007,104,5.175,1,adj,trial_9,1,same
1008,106,6.552777778,0,adj,trial_9,1,same
1009,108,6.875,1,adj,trial_9,1,same
1010,111,5.108333333,0,adj,trial_9,1,same
1011,113,5.502777778,0,adj,trial_9,1,same
1012,117,5.744444444,0,adj,trial_9,1,same
1013,118,6.213888889,1,adj,trial_9,1,same
1014,121,5.927777778,0,adj,trial_9,0,same
1015,124,6.5,1,adj,trial_9,1,same
1016,126,6.536111111,0,adj,trial_9,0,same
0,3,6.647222222222222,1,noun,trial_10,1,same
1,5,5.483333333333333,1,noun,trial_10,0,same
2,7,6.188888888888889,0,noun,trial_10,1,same
3,11,6.380555555555556,0,noun,trial_10,1,same
4,13,6.030555555555556,1,noun,trial_10,0,same
5,15,6.080555555555556,1,noun,trial_10,1,same
6,17,5.722222222222222,1,noun,trial_10,0,same
7,21,6.036111111111111,0,noun,trial_10,1,same
8,23,6.188888888888889,0,noun,trial_10,1,same
9,31,6.044444444444444,0,noun,trial_10,1,same
10,33,6.002777777777778,0,noun,trial_10,0,same
11,35,6.066666666666666,0,noun,trial_10,1,same
12,37,6.408333333333333,1,noun,trial_10,0,same
13,39,6.111111111111111,1,noun,trial_10,1,same
14,41,5.522222222222222,1,noun,trial_10,1,same
15,43,6.161111111111111,0,noun,trial_10,0,same
16,44,6.358333333333333,1,noun,trial_10,1,same
17,46,5.486111111111111,0,noun,trial_10,1,same
18,49,6.716666666666667,0,noun,trial_10,1,same
19,51,5.636111111111111,1,noun,trial_10,0,same
20,53,6.394444444444445,0,noun,trial_10,1,same
21,54,6.661111111111111,0,noun,trial_10,1,same
22,56,5.794444444444444,0,noun,trial_10,0,same
23,59,5.055555555555555,1,noun,trial_10,0,same
24,60,6.580555555555556,0,noun,trial_10,0,same
25,62,6.025,1,noun,trial_10,1,same
26,63,5.538888888888889,1,noun,trial_10,1,same
27,66,5.805555555555555,1,noun,trial_10,1,same
28,68,6.305555555555555,0,noun,trial_10,1,same
29,70,5.655555555555556,0,noun,trial_10,1,same
30,72,5.305555555555555,0,noun,trial_10,1,same
31,74,5.380555555555556,0,noun,trial_10,1,same
32,76,5.408333333333333,0,noun,trial_10,1,same
33,77,6.080555555555556,0,noun,trial_10,1,same
34,80,5.491666666666666,1,noun,trial_10,1,same
35,83,5.6194444444444445,0,noun,trial_10,1,same
36,85,6.663888888888889,0,noun,trial_10,0,same
37,87,6.986111111111111,1,noun,trial_10,1,same
38,88,5.222222222222222,0,noun,trial_10,0,same
39,90,5.963888888888889,0,noun,trial_10,1,same
40,93,5.508333333333334,1,noun,trial_10,1,same
41,95,5.055555555555555,1,noun,trial_10,1,same
42,97,6.55,0,noun,trial_10,0,same
43,98,6.7,1,noun,trial_10,0,same
44,101,5.2444444444444445,1,noun,trial_10,0,same
45,102,6.8694444444444445,0,noun,trial_10,1,same
46,105,6.805555555555555,0,noun,trial_10,0,same
47,107,5.780555555555556,1,noun,trial_10,1,same
48,109,6.7444444444444445,0,noun,trial_10,1,same
49,110,6.747222222222222,1,noun,trial_10,1,same
50,114,5.502777777777778,0,noun,trial_10,0,same
51,115,5.230555555555555,0,noun,trial_10,1,same
52,116,6.436111111111111,1,noun,trial_10,0,same
53,119,6.358333333333333,1,noun,trial_10,1,same
54,120,5.927777777777778,0,noun,trial_10,1,same
55,122,5.652777777777778,0,noun,trial_10,1,same
56,123,5.075,0,noun,trial_10,1,same
57,125,6.922222222222223,1,noun,trial_10,1,same
58,127,6.997222222222222,0,noun,trial_10,0,same
